Gene ID,Entrez Gene ID,Gene Symbol,Gene Name,Organism,Unigene ID,Ensembl ID,UniProt ID,Alias,Lifespan Effect,Phenotype Description,Longevity Influence,Max Lifespan Change,Avg Lifespan Change,Method,Bibliographic reference
2079,175153,nsun-5,Nop2 (NOP2)/SUN domain family member,Caenorhabditis elegans,0.8622,,,,increase,"RNA interference of nsun-5 in worms under special diet (calorically restricted in adulthood) extends mean lifespan of worms by 17%. Similarly, RNA interference of nsun-5 in the eat-2 worm strain results in a longer lifespan.",anti,,17,RNA interference,"3488: Schosserer et al. (2015) ""Methylation of ribosomal RNA by NSUN5 is a conserved mechanism modulating organismal lifespan.""  Nat Commun 6:6158 (25635753)"
474,176614,ntl-3,NOT-Like (yeast CCR4/NOT complex component),Caenorhabditis elegans,Cel.9672,Y56A3A.1,,,decrease,RNA interference decreased median lifespan by 40% in a daf-2 background and 11% in daf-2/daf-16 double mutants.,pro,,,RNA interference,"2239: Samuelson et al. (2007) ""Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants.""  Genes Dev. 21(22):2976-2994 (18006689)"
475,181174,nuc-1,abnormal NUClease,Caenorhabditis elegans,Cel.11435,C07B5.5,,,increase,RNA interference extended lifespan.,anti,,,RNA interference,"315: Murphy et al. (2003) ""Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans.""  Nature 424(6946):277-283 (12845331)"
966,176048,numr-1,NUclear localized Metal Responsive,Caenorhabditis elegans,,F08F8.5,,,increase,Nematodes overexpressing NUMR-1 and NUMR-2 are resistant to stress and live longer than control animals,pro,,,Overexpression,"2446: Tvermoes et al. (2010) ""Molecular characterization of numr-1 and numr-2: genes that increase both resistance to metal-induced stress and lifespan in Caenorhabditis elegans.""  J. Cell. Sci. 123(Pt 12):2124-2134 (20501697)"
967,176049,numr-2,NUclear localized Metal Responsive,Caenorhabditis elegans,,F08F8.1,,,increase,Nematodes overexpressing NUMR-1 and NUMR-2 are resistant to stress and live longer than control animals,pro,,,Overexpression,"2446: Tvermoes et al. (2010) ""Molecular characterization of numr-1 and numr-2: genes that increase both resistance to metal-induced stress and lifespan in Caenorhabditis elegans.""  J. Cell. Sci. 123(Pt 12):2124-2134 (20501697)"
476,174696,nuo-1,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,Cel.15907,C09H10.3,,,increase,Mutations result in developmental arrest and increased lifespan.,anti,,,Mutation,"2241: Tsang et al. (2001) ""Mitochondrial respiratory chain deficiency in Caenorhabditis elegans results in developmental arrest and increased life span.""  J. Biol. Chem. 276(34):32240-32246 (11410594)"
476,174696,nuo-1,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,Cel.15907,C09H10.3,,,increase,Post developmental RNAi let to a 23% mean lifespan extension.,anti,,23,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
476,174696,nuo-1,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,Cel.15907,C09H10.3,,,increase,RNAi let to a 50% mean lifespan extension.,anti,,50,RNA interference,"2426: Zuryn et al. (2010) ""Mitochondrial dysfunction in Caenorhabditis elegans causes metabolic restructuring, but this is not linked to longevity.""  Mech. Ageing Dev. 131(9):554-561 (20688098)"
477,172363,nuo-2,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,Cel.16754,T10E9.7,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
478,178404,nuo-3,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,Cel.18159,Y57G11C.12,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
478,178404,nuo-3,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,Cel.18159,Y57G11C.12,,,increase,RNAi let to a 77% mean lifespan extension.,anti,,77,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
478,178404,nuo-3,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,Cel.18159,Y57G11C.12,,,increase,RNAi let to a 40% mean lifespan extension.,anti,,40,RNA interference,"2426: Zuryn et al. (2010) ""Mitochondrial dysfunction in Caenorhabditis elegans causes metabolic restructuring, but this is not linked to longevity.""  Mech. Ageing Dev. 131(9):554-561 (20688098)"
479,176001,nuo-4,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,Cel.34789,K04G7.4,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
479,176001,nuo-4,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,Cel.34789,K04G7.4,,,increase,RNAi let to a 38% mean lifespan extension.,anti,,38,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
480,178735,nuo-5,NADH Ubiquinone Oxidoreductase,Caenorhabditis elegans,Cel.33117,Y45G12B.1,,,increase,RNA interference extends lifespan.,anti,,,RNA interference,"2236: Hamilton et al. (2005) ""A systematic RNAi screen for longevity genes in C. elegans.""  Genes Dev. 19(13):1544-1555 (15998808)"
1754,172438,nuo-6,Protein NUO-6,Caenorhabditis elegans,,,,,increase,"Nuo-6 mutants show slow embryonic and postembryonic development, slow swimming, slow defecation, slow pumping, a mild increase in embryonic and larval lethality, and a substantial increase in lifespan. Similar results were also obtained using RNAi. While the nuo-6, isp-1 double mutants fail to further increase lifespan, the effect of genetic mutations in one of the two genes is additive to the longevity-increasing effect of RNAi in the other gene.",anti,80,73,RNA interference and/or mutations,"3235: Yang and Hekimi (2010) ""Two modes of mitochondrial dysfunction lead independently to lifespan extension in Caenorhabditis elegans.""  Aging Cell 9(3):433-447 (20346072)"
968,188314,ocr-2,Osm-9 and Capsaicin receptor-Related,Caenorhabditis elegans,,T09A12.3,,,increase,Loss of ocr-2 extends maximal adult lifespan by 30%.,anti,30,,Mutation in adults,"2447: Lee and Ashrafi (2008) ""A TRPV channel modulates C. elegans neurosecretion, larval starvation survival, and adult lifespan.""  PLoS Genet. 4(10):e1000213 (18846209)"
2060,179098,odr-2,hypothetical protein,Caenorhabditis elegans,19398,,,,increase,Worms with a odr-2 loss-of-function mutation display an increased lifespan in a temperature-independent manner.,anti,,25,Mutation,"3572: Shen et al. (2010) ""Genes required for the functions of olfactory AWA neuron regulate the longevity of Caenorhabditis elegans in an insulin/IGF signaling-dependent fashion.""  Neurosci Bull 26(2):91-9103 (20332814)"
481,179806,odr-3,ODoRant response abnormal,Caenorhabditis elegans,Cel.2932,C34D1.3,,,increase,Loss-of-function mutation extended mean lifespan by 10-30% but not maximum lifespan. Life-extension was dependent on daf-16 but cumulative with daf-2 mutations.,anti,,30,Mutation,"2302: Lans and Jansen (2007) ""Multiple sensory G proteins in the olfactory, gustatory and nociceptive neurons modulate longevity in Caenorhabditis elegans.""  Dev. Biol. 303(2):474-482 (17187771)"
481,179806,odr-3,ODoRant response abnormal,Caenorhabditis elegans,Cel.2932,C34D1.3,,,increase,Worms with a odr-3 loss-of-function mutation display an increased lifespan in a temperature-independent manner.,anti,,27,Mutation,"3572: Shen et al. (2010) ""Genes required for the functions of olfactory AWA neuron regulate the longevity of Caenorhabditis elegans in an insulin/IGF signaling-dependent fashion.""  Neurosci Bull 26(2):91-9103 (20332814)"
2061,181403,odr-7,Nuclear hormone receptor family member odr-7,Caenorhabditis elegans,19636,,,,increase,Worms with a odr-7 loss-of-function mutation display an increased lifespan in a temperature-independent manner.,anti,,27,Mutation,"3572: Shen et al. (2010) ""Genes required for the functions of olfactory AWA neuron regulate the longevity of Caenorhabditis elegans in an insulin/IGF signaling-dependent fashion.""  Neurosci Bull 26(2):91-9103 (20332814)"
650,177235,ogdh-1,Protein OGDH-1,Caenorhabditis elegans,Cel.17820,T22B11.5,,,increase,RNA interference increased mean lifespan by 79%.,anti,,79,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
673,191737,old-1,Overexpression Longevity Determinant,Caenorhabditis elegans,Cel.36418,C08H9.5,,,increase,Overexpression in transgenic animals increased lifespan by about 65% and increases stress resistance without altering development or fertility.,pro,,65,Overexpression,"2370: Murakami and Johnson (1998) ""Life extension and stress resistance in Caenorhabditis elegans modulated by the tkr-1 gene.""  Curr. Biol. 8(19):1091-1094 (9768365)"
484,181715,osm-1,OSMotic avoidance abnormal,Caenorhabditis elegans,Cel.253,T27B1.1,,,increase,Loss-of-function mutation increases lifespan by up to 40%.,anti,,40,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
485,177141,osm-3,OSMotic avoidance abnormal,Caenorhabditis elegans,Cel.12541,M02B7.3,,,increase,Recessive loss-of-function alleles can extend lifespan.,anti,,,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
486,180585,osm-5,OSMotic avoidance abnormal,Caenorhabditis elegans,Cel.19400,Y41G9A.1,,,increase,Loss-of-function mutation can increase lifespan by 100-150%.,anti,,150,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
487,179631,osm-6,OSMotic avoidance abnormal,Caenorhabditis elegans,Cel.19661,R31.3,,,increase,Loss-of-function mutation increases lifespan by up to 40%.,anti,,40,Mutation,"2265: Apfeld and Kenyon (1999) ""Regulation of lifespan by sensory perception in Caenorhabditis elegans.""  Nature 402(6763):804-809 (10617200)"
490,172920,pab-1,PolyA Binding protein,Caenorhabditis elegans,Cel.17753,Y106G6H.2,,,increase,RNA interference in adulthood resulted in a 30% mean lifespan extension.,anti,,30,RNA interference,"2311: Pan et al. (2007) ""Inhibition of mRNA translation extends lifespan in Caenorhabditis elegans.""  Aging Cell 6(1):111-119 (17266680)"
490,172920,pab-1,PolyA Binding protein,Caenorhabditis elegans,Cel.17753,Y106G6H.2,,,increase,RNA interference of pab-1 results in an increased lifespan.,anti,,24,RNA interference,"3567: Reis-Rodrigues et al. (2012) ""Proteomic analysis of age-dependent changes in protein solubility identifies genes that modulate lifespan.""  Aging Cell 11(1):120-127 (22103665)"
491,181473,pab-2,PolyA Binding protein,Caenorhabditis elegans,Cel.22599,F18H3.3,,,increase,RNA interference increased maximum lifespan by 10-15%.,anti,15,,RNA interference,"2311: Pan et al. (2007) ""Inhibition of mRNA translation extends lifespan in Caenorhabditis elegans.""  Aging Cell 6(1):111-119 (17266680)"
1897,180873,pak-1,Serine/threonine-protein kinase pak-1,Caenorhabditis elegans,0.1792,,,,increase,PAK1-deficient worms (RB689) exhibit an increased lifespan when compared to N2 controls.,,,50,Mutation,"3510: Yanase et al. (2013) ""PAK1-deficiency/down-regulation reduces brood size, activates HSP16.2 gene and extends lifespan in Caenorhabditis elegans.""  Drug Discov Ther 7(1):29-35 (23524941)"
493,178113,par-5,abnormal embryonic PARtitioning of cytoplasm,Caenorhabditis elegans,Cel.17302,M117.2,,,increase,"RNA interference slightly shortens lifespan and suppresses life-extension by sir-2.1 overexpression but not by daf-2 mutants. Overexpression extends lifespan by 30%, but is suppressed by RNA interference of daf-16.",pro,,30,Overexpression,"2296: Wang et al. (2006) ""C. elegans 14-3-3 proteins regulate life span and interact with SIR-2.1 and DAF-16/FOXO.""  Mech. Ageing Dev. 127(9):741-747 (16860373)"
493,178113,par-5,abnormal embryonic PARtitioning of cytoplasm,Caenorhabditis elegans,Cel.17302,M117.2,,,decrease,Post developmental RNAi let to a 15% mean lifespan reduction in wild type though no significant changes in maximal lifespan.,pro,,15,RNA interference,"2491: Araiz et al. (2008) ""14-3-3 regulates life span by both DAF-16-dependent and -independent mechanisms in Caenorhabditis elegans.""  Exp. Gerontol. 43(6):505-519 (18423931)"
1936,172950,pash-1,PArtner of DroSHa (DRSH-1 interactor),Caenorhabditis elegans,,,,,decrease,"At 25 degrees PASH-1 mutants display a reduced lifespan (mean 31% lower). This effect is not seen at 15 degrees. The pash-1 mutation is responsible for a defective miRNA biogenesis, and miRNA sysnthesis is required for both normal lifespan and for several lifespan extension mutants (eat-2, glp-1 and cyc1).",pro,,31,Mutation,"3538: Lehrbach et al. (2012) ""Post-developmental microRNA expression is required for normal physiology, and regulates aging in parallel to insulin/IGF-1 signaling in C. elegans.""  RNA 18(12):2220-2235 (23097426)"
1957,172127,pat-10,Paralysed Arrest at Two-fold,Caenorhabditis elegans,0.8371,,,,increase,"Loss of pat-10 expression results in a reduction in thermotolerance and longevity (median ~35% lower). Contrastly, worms overexpressing pat-10 display significantly increased thermotolerance and extended lifespan (median ~30% higher).",pro,,30,Overexpression,"3545: Baird et al. (2014) ""HSF-1-mediated cytoskeletal integrity determines thermotolerance and life span.""  Science 346(6207):360-363 (25324391)"
1786,175504,pat-3,Protein PAT-3,Caenorhabditis elegans,,,,,decrease,Post-developmental RNAi of pat-3 shortens lifespan of wild type worms.,pro,50,28.1,Post-developmental RNA interference,"3241: Tacutu et al. (2012) ""Prediction of C. elegans longevity genes by human and worm longevity networks.""  PLoS ONE 7(10):e48282 (23144747)"
494,175175,pat-4,Paralysed Arrest at Two-fold,Caenorhabditis elegans,Cel.10243,C29F9.7,,,increase,RNA interference increased mean lifespan by 9-16%.,anti,,16,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
494,175175,pat-4,Paralysed Arrest at Two-fold,Caenorhabditis elegans,Cel.10243,C29F9.7,,,increase,Post developmental RNAi let to a 13% mean lifespan extension.,anti,,13,RNA interference,"2247: Curran and Ruvkun (2007) ""Lifespan regulation by evolutionarily conserved genes essential for viability.""  PLoS Genet. 3(4):e56 (17411345)"
494,175175,pat-4,Paralysed Arrest at Two-fold,Caenorhabditis elegans,Cel.10243,C29F9.7,,,increase,RNAi let to a 24% mean lifespan extension.,anti,,24,RNA interference,"2233: Kim and Sun (2007) ""Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan.""  Aging Cell 6(4):489-503 (17608836)"
495,176848,pat-6,Paralysed Arrest at Two-fold,Caenorhabditis elegans,Cel.12540,T21D12.4,,,increase,RNA interference increased mean lifespan by 13-21%.,anti,,21,RNA interference,"2240: Hansen et al. (2005) ""New genes tied to endocrine, metabolic, and dietary regulation of lifespan from a Caenorhabditis elegans genomic RNAi screen.""  PLoS Genet. 1(1):119-128 (16103914)"
